source,target,distance
186,496,0.42876
186,497,0.59256
186,500,0.15777
190,194,0.34664
190,204,0.68802
190,208,1.0434
190,215,0.50729
190,216,0.30498
190,217,0.44974
190,220,1.3885
190,226,0.62548
190,230,1.2547
190,234,0.37509
190,241,0.0036113
190,242,0.76365
190,246,0.55521
190,259,2.1921
190,271,0.77264
190,273,0.79328
190,274,0.23465
190,279,0.47992
190,281,0.30109
190,285,0.54795
190,287,0.30089
190,288,0.65263
190,296,0.28092
190,298,0.43184
190,306,0.34448
190,308,0.62951
190,313,0.035953
190,320,0.044378
190,331,0.20036
190,338,1.4273
190,343,1.0357
190,346,0.034663
190,348,0.017826
190,362,0.46823
190,372,0.70055
190,390,0.71168
190,393,0.15007
190,394,2.258
190,400,1.331
190,404,0.1589
190,407,0.83732
190,413,0.075613
190,415,1.3834
190,421,2.3897
190,425,0.94159
190,437,0.54152
190,442,0.16784
190,443,0.66472
190,453,2.0557
190,457,0.41975
190,472,0.4621
190,475,1.2321
190,476,2.1314
190,477,0.57787
190,490,0.2704
190,492,0.72117
190,493,1.4872
190,496,0.52086
190,497,0.68466
190,500,0.24987
194,204,0.34138
194,208,0.69675
194,215,0.85393
194,216,0.041661
194,217,0.1031
194,220,1.0418
194,226,0.97213
194,230,0.90802
194,234,0.72173
194,241,0.35025
194,242,0.41701
194,246,0.20857
194,259,1.8454
194,271,0.426
194,273,0.44664
194,274,0.11199
194,279,0.13327
194,281,0.64773
194,285,0.20131
194,287,0.045749
194,288,0.30599
194,296,0.62756
194,298,0.085194
194,306,0.69112
194,308,0.28287
194,313,0.31069
194,320,0.39102
194,331,0.547
194,338,1.0807
194,343,0.68909
194,346,0.3813
194,348,0.36447
194,362,0.81488
194,372,1.0472
194,390,1.0583
194,393,0.49672
194,394,1.9113
194,400,0.98431
194,404,0.50554
194,407,0.49068
194,413,0.42225
194,415,1.0368
194,421,2.043
194,425,0.59495
194,437,0.88816
194,442,0.1788
194,443,1.0114
194,453,1.7091
194,457,0.073105
194,472,0.11546
194,475,0.8855
194,476,1.7847
194,477,0.92451
194,490,0.61704
194,492,0.37453
194,493,1.1406
194,496,0.17422
194,497,0.33802
194,500,0.096775
204,208,0.35537
204,215,1.1953
204,216,0.38304
204,217,0.23828
204,220,0.70047
204,226,1.3135
204,230,0.56665
204,234,1.0631
204,241,0.69163
204,242,0.075632
204,246,0.13281
204,259,1.5041
204,271,0.084623
204,273,0.10526
204,274,0.45337
204,279,0.2081
204,281,0.98911
204,285,0.14006
204,287,0.38712
204,288,0.035385
204,296,0.96893
204,298,0.25618
204,306,1.0325
204,308,0.058509
204,313,0.65206
204,320,0.7324
204,331,0.88837
204,338,0.73931
204,343,0.34772
204,346,0.72268
204,348,0.70584
204,362,1.1563
204,372,1.3886
204,390,1.3997
204,393,0.83809
204,394,1.5699
204,400,0.64294
204,404,0.84692
204,407,0.1493
204,413,0.76363
204,415,0.69539
204,421,1.7016
204,425,0.25358
204,437,1.2295
204,442,0.52018
204,443,1.3527
204,453,1.3677
204,457,0.26827
204,472,0.22591
204,475,0.54413
204,476,1.4434
204,477,1.2659
204,490,0.95842
204,492,0.033156
204,493,0.79922
204,496,0.16716
204,497,0.003359
204,500,0.43815
208,215,1.5507
208,216,0.73841
208,217,0.59365
208,220,0.34509
208,226,1.6689
208,230,0.21127
208,234,1.4185
208,241,1.047
208,242,0.27974
208,246,0.48818
208,259,1.1487
208,271,0.27075
208,273,0.25011
208,274,0.80874
208,279,0.56347
208,281,1.3445
208,285,0.49544
208,287,0.7425
208,288,0.39076
208,296,1.3243
208,298,0.61156
208,306,1.3879
208,308,0.41388
208,313,1.0074
208,320,1.0878
208,331,1.2437
208,338,0.38394
208,343,0.0076558
208,346,1.0781
208,348,1.0612
208,362,1.5116
208,372,1.7439
208,390,1.7551
208,393,1.1935
208,394,1.2146
208,400,0.28756
208,404,1.2023
208,407,0.20607
208,413,1.119
208,415,0.34002
208,421,1.3463
208,425,0.1018
208,437,1.5849
208,442,0.87555
208,443,1.7081
208,453,1.0123
208,457,0.62364
208,472,0.58129
208,475,0.18875
208,476,1.088
208,477,1.6213
208,490,1.3138
208,492,0.32222
208,493,0.44384
208,496,0.52253
208,497,0.35873
208,500,0.79352
215,216,0.81227
215,217,0.95703
215,220,1.8958
215,226,0.1182
215,230,1.762
215,234,0.1322
215,241,0.50368
215,242,1.2709
215,246,1.0625
215,259,2.6994
215,271,1.2799
215,273,1.3006
215,274,0.74194
215,279,0.9872
215,281,0.2062
215,285,1.0552
215,287,0.80818
215,288,1.1599
215,296,0.22637
215,298,0.93912
215,306,0.16281
215,308,1.1368
215,313,0.54324
215,320,0.46291
215,331,0.30693
215,338,1.9346
215,343,1.543
215,346,0.47263
215,348,0.48946
215,362,0.039055
215,372,0.19326
215,390,0.20439
215,393,0.35721
215,394,2.7652
215,400,1.8382
215,404,0.34839
215,407,1.3446
215,413,0.43168
215,415,1.8907
215,421,2.8969
215,425,1.4489
215,437,0.034228
215,442,0.67513
215,443,0.15743
215,453,2.563
215,457,0.92703
215,472,0.96939
215,475,1.7394
215,476,2.6387
215,477,0.070582
215,490,0.23689
215,492,1.2285
215,493,1.9945
215,496,1.0281
215,497,1.1919
215,500,0.75716
216,217,0.14476
216,220,1.0835
216,226,0.93046
216,230,0.94968
216,234,0.68007
216,241,0.30859
216,242,0.45867
216,246,0.25023
216,259,1.8871
216,271,0.46766
216,273,0.4883
216,274,0.070329
216,279,0.17493
216,281,0.60607
216,285,0.24297
216,287,0.0040879
216,288,0.34765
216,296,0.5859
216,298,0.12685
216,306,0.64946
216,308,0.32453
216,313,0.26903
216,320,0.34936
216,331,0.50534
216,338,1.1224
216,343,0.73075
216,346,0.33964
216,348,0.32281
216,362,0.77321
216,372,1.0055
216,390,1.0167
216,393,0.45506
216,394,1.953
216,400,1.026
216,404,0.46388
216,407,0.53234
216,413,0.38059
216,415,1.0784
216,421,2.0847
216,425,0.63661
216,437,0.8465
216,442,0.13714
216,443,0.9697
216,453,1.7507
216,457,0.11477
216,472,0.15712
216,475,0.92716
216,476,1.8264
216,477,0.88285
216,490,0.57538
216,492,0.41619
216,493,1.1823
216,496,0.21588
216,497,0.37968
216,500,0.055114
217,220,0.93874
217,226,1.0752
217,230,0.80492
217,234,0.82483
217,241,0.45335
217,242,0.31391
217,246,0.10547
217,259,1.7423
217,271,0.3229
217,273,0.34354
217,274,0.21509
217,279,0.030175
217,281,0.75083
217,285,0.098214
217,287,0.14885
217,288,0.20289
217,296,0.73066
217,298,0.017906
217,306,0.79422
217,308,0.17977
217,313,0.41379
217,320,0.49412
217,331,0.6501
217,338,0.97759
217,343,0.58599
217,346,0.4844
217,348,0.46757
217,362,0.91797
217,372,1.1503
217,390,1.1614
217,393,0.59982
217,394,1.8082
217,400,0.88121
217,404,0.60864
217,407,0.38758
217,413,0.52535
217,415,0.93367
217,421,1.9399
217,425,0.49185
217,437,0.99126
217,442,0.2819
217,443,1.1145
217,453,1.606
217,457,0.029995
217,472,0.012362
217,475,0.7824
217,476,1.6816
217,477,1.0276
217,490,0.72014
217,492,0.27143
217,493,1.0375
217,496,0.071118
217,497,0.23492
217,500,0.19987
220,226,2.014
220,230,0.13382
220,234,1.7636
220,241,1.3921
220,242,0.62484
220,246,0.83328
220,259,0.80359
220,271,0.61584
220,273,0.59521
220,274,1.1538
220,279,0.90857
220,281,1.6896
220,285,0.84053
220,287,1.0876
220,288,0.73585
220,296,1.6694
220,298,0.95665
220,306,1.733
220,308,0.75898
220,313,1.3525
220,320,1.4329
220,331,1.5888
220,338,0.038848
220,343,0.35275
220,346,1.4231
220,348,1.4063
220,362,1.8567
220,372,2.089
220,390,2.1002
220,393,1.5386
220,394,0.86947
220,400,0.057529
220,404,1.5474
220,407,0.55116
220,413,1.4641
220,415,0.0050742
220,421,1.0012
220,425,0.44689
220,437,1.93
220,442,1.2206
220,443,2.0532
220,453,0.66724
220,457,0.96874
220,472,0.92638
220,475,0.15634
220,476,0.7429
220,477,1.9664
220,490,1.6589
220,492,0.66731
220,493,0.098749
220,496,0.86763
220,497,0.70383
220,500,1.1386
226,230,1.8801
226,234,0.25039
226,241,0.62187
226,242,1.3891
226,246,1.1807
226,259,2.8176
226,271,1.3981
226,273,1.4188
226,274,0.86014
226,279,1.1054
226,281,0.32439
226,285,1.1734
226,287,0.92638
226,288,1.2781
226,296,0.34457
226,298,1.0573
226,306,0.28101
226,308,1.255
226,313,0.66144
226,320,0.58111
226,331,0.42513
226,338,2.0528
226,343,1.6612
226,346,0.59082
226,348,0.60766
226,362,0.15725
226,372,0.075068
226,390,0.086199
226,393,0.47541
226,394,2.8834
226,400,1.9564
226,404,0.46659
226,407,1.4628
226,413,0.54987
226,415,2.0089
226,421,3.0151
226,425,1.5671
226,437,0.083967
226,442,0.79332
226,443,0.039231
226,453,2.6812
226,457,1.0452
226,472,1.0876
226,475,1.8576
226,476,2.7569
226,477,0.047613
226,490,0.35509
226,492,1.3467
226,493,2.1127
226,496,1.1463
226,497,1.3101
226,500,0.87535
230,234,1.6298
230,241,1.2583
230,242,0.49102
230,246,0.69946
230,259,0.93741
230,271,0.48202
230,273,0.46139
230,274,1.02
230,279,0.77475
230,281,1.5558
230,285,0.70671
230,287,0.95377
230,288,0.60203
230,296,1.5356
230,298,0.82283
230,306,1.5991
230,308,0.62516
230,313,1.2187
230,320,1.299
230,331,1.455
230,338,0.17267
230,343,0.21893
230,346,1.2893
230,348,1.2725
230,362,1.7229
230,372,1.9552
230,390,1.9663
230,393,1.4047
230,394,1.0033
230,400,0.076291
230,404,1.4136
230,407,0.41734
230,413,1.3303
230,415,0.12875
230,421,1.135
230,425,0.31307
230,437,1.7962
230,442,1.0868
230,443,1.9194
230,453,0.80106
230,457,0.83492
230,472,0.79256
230,475,0.022521
230,476,0.87672
230,477,1.8325
230,490,1.5251
230,492,0.53349
230,493,0.23257
230,496,0.73381
230,497,0.57001
230,500,1.0048
234,241,0.37148
234,242,1.1387
234,246,0.9303
234,259,2.5672
234,271,1.1477
234,273,1.1684
234,274,0.60974
234,279,0.85501
234,281,0.074
234,285,0.92305
234,287,0.67598
234,288,1.0277
234,296,0.094174
234,298,0.80693
234,306,0.030615
234,308,1.0046
234,313,0.41104
234,320,0.33071
234,331,0.17473
234,338,1.8024
234,343,1.4108
234,346,0.34043
234,348,0.35727
234,362,0.093142
234,372,0.32546
234,390,0.33659
234,393,0.22502
234,394,2.633
234,400,1.706
234,404,0.21619
234,407,1.2124
234,413,0.29948
234,415,1.7585
234,421,2.7647
234,425,1.3167
234,437,0.16643
234,442,0.54293
234,443,0.28962
234,453,2.4308
234,457,0.79484
234,472,0.83719
234,475,1.6072
234,476,2.5065
234,477,0.20278
234,490,0.10469
234,492,1.0963
234,493,1.8623
234,496,0.89595
234,497,1.0597
234,500,0.62496
241,242,0.76726
241,246,0.55882
241,259,2.1957
241,271,0.77625
241,273,0.79689
241,274,0.23826
241,279,0.48353
241,281,0.29748
241,285,0.55157
241,287,0.3045
241,288,0.65624
241,296,0.27731
241,298,0.43545
241,306,0.34087
241,308,0.63312
241,313,0.039564
241,320,0.040767
241,331,0.19675
241,338,1.4309
241,343,1.0393
241,346,0.031051
241,348,0.014215
241,362,0.46462
241,372,0.69694
241,390,0.70807
241,393,0.14646
241,394,2.2616
241,400,1.3346
241,404,0.15529
241,407,0.84093
241,413,0.072002
241,415,1.387
241,421,2.3933
241,425,0.94521
241,437,0.53791
241,442,0.17145
241,443,0.6611
241,453,2.0593
241,457,0.42336
241,472,0.46571
241,475,1.2358
241,476,2.135
241,477,0.57426
241,490,0.26679
241,492,0.72478
241,493,1.4908
241,496,0.52447
241,497,0.68827
241,500,0.25348
242,246,0.20844
242,259,1.4284
242,271,0.0089914
242,273,0.02963
242,274,0.529
242,279,0.28373
242,281,1.0647
242,285,0.21569
242,287,0.46276
242,288,0.11102
242,296,1.0446
242,298,0.33181
242,306,1.1081
242,308,0.13414
242,313,0.7277
242,320,0.80803
242,331,0.96401
242,338,0.66368
242,343,0.27209
242,346,0.79831
242,348,0.78147
242,362,1.2319
242,372,1.4642
242,390,1.4753
242,393,0.91372
242,394,1.4943
242,400,0.56731
242,404,0.92255
242,407,0.073672
242,413,0.83926
242,415,0.61976
242,421,1.626
242,425,0.17795
242,437,1.3052
242,442,0.59581
242,443,1.4284
242,453,1.2921
242,457,0.3439
242,472,0.30155
242,475,0.46849
242,476,1.3677
242,477,1.3415
242,490,1.034
242,492,0.042476
242,493,0.72358
242,496,0.24279
242,497,0.078991
242,500,0.51378
246,259,1.6369
246,271,0.21743
246,273,0.23807
246,274,0.32055
246,279,0.075291
246,281,0.8563
246,285,0.0072521
246,287,0.25431
246,288,0.097426
246,296,0.83612
246,298,0.12337
246,306,0.89968
246,308,0.074301
246,313,0.51925
246,320,0.59959
246,331,0.75556
246,338,0.87213
246,343,0.48053
246,346,0.58987
246,348,0.57303
246,362,1.0234
246,372,1.2558
246,390,1.2669
246,393,0.70528
246,394,1.7027
246,400,0.77575
246,404,0.71411
246,407,0.28211
246,413,0.63082
246,415,0.8282
246,421,1.8345
246,425,0.38639
246,437,1.0967
246,442,0.38737
246,443,1.2199
246,453,1.5005
246,457,0.13546
246,472,0.093104
246,475,0.67694
246,476,1.5762
246,477,1.1331
246,490,0.82561
246,492,0.16597
246,493,0.93203
246,496,0.034348
246,497,0.12945
246,500,0.30534
259,271,1.4194
259,273,1.3988
259,274,1.9574
259,279,1.7122
259,281,2.4932
259,285,1.6441
259,287,1.8912
259,288,1.5394
259,296,2.473
259,298,1.7602
259,306,2.5365
259,308,1.5626
259,313,2.1561
259,320,2.2364
259,331,2.3924
259,338,0.76474
259,343,1.1563
259,346,2.2267
259,348,2.2099
259,362,2.6603
259,372,2.8926
259,390,2.9038
259,393,2.3421
259,394,0.065882
259,400,0.86112
259,404,2.351
259,407,1.3548
259,413,2.2677
259,415,0.80866
259,421,0.19759
259,425,1.2505
259,437,2.7336
259,442,2.0242
259,443,2.8568
259,453,0.13634
259,457,1.7723
259,472,1.73
259,475,0.95993
259,476,0.060689
259,477,2.7699
259,490,2.4625
259,492,1.4709
259,493,0.70484
259,496,1.6712
259,497,1.5074
259,500,1.9422
271,273,0.020638
271,274,0.53799
271,279,0.29272
271,281,1.0737
271,285,0.22469
271,287,0.47175
271,288,0.12001
271,296,1.0536
271,298,0.3408
271,306,1.1171
271,308,0.14313
271,313,0.73669
271,320,0.81702
271,331,0.973
271,338,0.65469
271,343,0.26309
271,346,0.8073
271,348,0.79047
271,362,1.2409
271,372,1.4732
271,390,1.4843
271,393,0.92272
271,394,1.4853
271,400,0.55832
271,404,0.93154
271,407,0.064681
271,413,0.84825
271,415,0.61077
271,421,1.617
271,425,0.16895
271,437,1.3142
271,442,0.6048
271,443,1.4374
271,453,1.2831
271,457,0.35289
271,472,0.31054
271,475,0.4595
271,476,1.3587
271,477,1.3505
271,490,1.043
271,492,0.051467
271,493,0.71459
271,496,0.25178
271,497,0.087982
271,500,0.52277
273,274,0.55863
273,279,0.31336
273,281,1.0944
273,285,0.24532
273,287,0.49239
273,288,0.14065
273,296,1.0742
273,298,0.36144
273,306,1.1378
273,308,0.16377
273,313,0.75733
273,320,0.83766
273,331,0.99364
273,338,0.63405
273,343,0.24246
273,346,0.82794
273,348,0.8111
273,362,1.2615
273,372,1.4938
273,390,1.505
273,393,0.94335
273,394,1.4647
273,400,0.53768
273,404,0.95218
273,407,0.044043
273,413,0.86889
273,415,0.59013
273,421,1.5964
273,425,0.14832
273,437,1.3348
273,442,0.62544
273,443,1.458
273,453,1.2624
273,457,0.37353
273,472,0.33118
273,475,0.43886
273,476,1.3381
273,477,1.3711
273,490,1.0637
273,492,0.072106
273,493,0.69395
273,496,0.27242
273,497,0.10862
273,500,0.54341
274,279,0.24526
274,281,0.53574
274,285,0.3133
274,287,0.066241
274,288,0.41798
274,296,0.51557
274,298,0.19718
274,306,0.57913
274,308,0.39486
274,313,0.1987
274,320,0.27903
274,331,0.43501
274,338,1.1927
274,343,0.80108
274,346,0.26931
274,348,0.25248
274,362,0.70289
274,372,0.9352
274,390,0.94634
274,393,0.38473
274,394,2.0233
274,400,1.0963
274,404,0.39355
274,407,0.60267
274,413,0.31027
274,415,1.1488
274,421,2.155
274,425,0.70694
274,437,0.77617
274,442,0.066812
274,443,0.89937
274,453,1.8211
274,457,0.18509
274,472,0.22745
274,475,0.99749
274,476,1.8967
274,477,0.81252
274,490,0.50505
274,492,0.48652
274,493,1.2526
274,496,0.28621
274,497,0.45001
274,500,0.015215
279,281,0.78101
279,285,0.068039
279,287,0.17902
279,288,0.17272
279,296,0.76083
279,298,0.04808
279,306,0.82439
279,308,0.14959
279,313,0.44396
279,320,0.52429
279,331,0.68027
279,338,0.94742
279,343,0.55582
279,346,0.51458
279,348,0.49774
279,362,0.94815
279,372,1.1805
279,390,1.1916
279,393,0.62999
279,394,1.778
279,400,0.85104
279,404,0.63881
279,407,0.35741
279,413,0.55553
279,415,0.90349
279,421,1.9097
279,425,0.46168
279,437,1.0214
279,442,0.31208
279,443,1.1446
279,453,1.5758
279,457,0.060169
279,472,0.017812
279,475,0.75223
279,476,1.6515
279,477,1.0578
279,490,0.75031
279,492,0.24126
279,493,1.0073
279,496,0.040943
279,497,0.20474
279,500,0.23005
281,285,0.84905
281,287,0.60198
281,288,0.95372
281,296,0.020174
281,298,0.73293
281,306,0.043385
281,308,0.9306
281,313,0.33704
281,320,0.25671
281,331,0.10073
281,338,1.7284
281,343,1.3368
281,346,0.26643
281,348,0.28327
281,362,0.16714
281,372,0.39946
281,390,0.41059
281,393,0.15102
281,394,2.559
281,400,1.632
281,404,0.14219
281,407,1.1384
281,413,0.22548
281,415,1.6845
281,421,2.6907
281,425,1.2427
281,437,0.24043
281,442,0.46893
281,443,0.36362
281,453,2.3568
281,457,0.72084
281,472,0.76319
281,475,1.5332
281,476,2.4325
281,477,0.27678
281,490,0.030693
281,492,1.0223
281,493,1.7883
281,496,0.82195
281,497,0.98575
281,500,0.55096
285,287,0.24706
285,288,0.10468
285,296,0.82887
285,298,0.11612
285,306,0.89243
285,308,0.081553
285,313,0.512
285,320,0.59233
285,331,0.74831
285,338,0.87938
285,343,0.48778
285,346,0.58262
285,348,0.56578
285,362,1.0162
285,372,1.2485
285,390,1.2596
285,393,0.69803
285,394,1.71
285,400,0.783
285,404,0.70685
285,407,0.28937
285,413,0.62357
285,415,0.83546
285,421,1.8417
285,425,0.39364
285,437,1.0895
285,442,0.38012
285,443,1.2127
285,453,1.5078
285,457,0.12821
285,472,0.085851
285,475,0.68419
285,476,1.5834
285,477,1.1258
285,490,0.81835
285,492,0.17322
285,493,0.93928
285,496,0.027096
285,497,0.1367
285,500,0.29809
287,288,0.35174
287,296,0.58181
287,298,0.13094
287,306,0.64537
287,308,0.32861
287,313,0.26494
287,320,0.34527
287,331,0.50125
287,338,1.1264
287,343,0.73484
287,346,0.33556
287,348,0.31872
287,362,0.76913
287,372,1.0014
287,390,1.0126
287,393,0.45097
287,394,1.9571
287,400,1.0301
287,404,0.45979
287,407,0.53643
287,413,0.37651
287,415,1.0825
287,421,2.0888
287,425,0.6407
287,437,0.84241
287,442,0.13305
287,443,0.96561
287,453,1.7548
287,457,0.11885
287,472,0.16121
287,475,0.93125
287,476,1.8305
287,477,0.87876
287,490,0.57129
287,492,0.42028
287,493,1.1863
287,496,0.21997
287,497,0.38377
287,500,0.051026
288,296,0.93355
288,298,0.2208
288,306,0.99711
288,308,0.023125
288,313,0.61668
288,320,0.69701
288,331,0.85299
288,338,0.7747
288,343,0.3831
288,346,0.6873
288,348,0.67046
288,362,1.1209
288,372,1.3532
288,390,1.3643
288,393,0.80271
288,394,1.6053
288,400,0.67832
288,404,0.81153
288,407,0.18469
288,413,0.72825
288,415,0.73078
288,421,1.737
288,425,0.28896
288,437,1.1941
288,442,0.48479
288,443,1.3173
288,453,1.4031
288,457,0.23289
288,472,0.19053
288,475,0.57951
288,476,1.4788
288,477,1.2305
288,490,0.92303
288,492,0.06854
288,493,0.8346
288,496,0.13177
288,497,0.032026
288,500,0.40277
296,298,0.71275
296,306,0.063559
296,308,0.91043
296,313,0.31687
296,320,0.23654
296,331,0.08056
296,338,1.7082
296,343,1.3167
296,346,0.24625
296,348,0.26309
296,362,0.18732
296,372,0.41963
296,390,0.43077
296,393,0.13084
296,394,2.5389
296,400,1.6119
296,404,0.12202
296,407,1.1182
296,413,0.2053
296,415,1.6643
296,421,2.6706
296,425,1.2225
296,437,0.2606
296,442,0.44876
296,443,0.3838
296,453,2.3366
296,457,0.70066
296,472,0.74302
296,475,1.5131
296,476,2.4123
296,477,0.29695
296,490,0.010519
296,492,1.0021
296,493,1.7682
296,496,0.80178
296,497,0.96558
296,500,0.53078
298,306,0.77631
298,308,0.19767
298,313,0.39588
298,320,0.47621
298,331,0.63219
298,338,0.9955
298,343,0.6039
298,346,0.4665
298,348,0.44966
298,362,0.90007
298,372,1.1324
298,390,1.1435
298,393,0.58191
298,394,1.8261
298,400,0.89912
298,404,0.59073
298,407,0.40549
298,413,0.50745
298,415,0.95157
298,421,1.9578
298,425,0.50976
298,437,0.97335
298,442,0.264
298,443,1.0966
298,453,1.6239
298,457,0.012089
298,472,0.030268
298,475,0.80031
298,476,1.6995
298,477,1.0097
298,490,0.70223
298,492,0.28934
298,493,1.0554
298,496,0.089023
298,497,0.25282
298,500,0.18197
306,308,0.97398
306,313,0.38043
306,320,0.3001
306,331,0.14412
306,338,1.7718
306,343,1.3802
306,346,0.30981
306,348,0.32665
306,362,0.12376
306,372,0.35608
306,390,0.36721
306,393,0.1944
306,394,2.6024
306,400,1.6754
306,404,0.18558
306,407,1.1818
306,413,0.26886
306,415,1.7279
306,421,2.7341
306,425,1.2861
306,437,0.19704
306,442,0.51232
306,443,0.32024
306,453,2.4002
306,457,0.76422
306,472,0.80658
306,475,1.5766
306,476,2.4759
306,477,0.23339
306,490,0.074078
306,492,1.0656
306,493,1.8317
306,496,0.86534
306,497,1.0291
306,500,0.59434
308,313,0.59356
308,320,0.67389
308,331,0.82986
308,338,0.79782
308,343,0.40623
308,346,0.66417
308,348,0.64733
308,362,1.0977
308,372,1.3301
308,390,1.3412
308,393,0.77958
308,394,1.6284
308,400,0.70145
308,404,0.78841
308,407,0.20781
308,413,0.70512
308,415,0.7539
308,421,1.7601
308,425,0.31209
308,437,1.171
308,442,0.46167
308,443,1.2942
308,453,1.4262
308,457,0.20976
308,472,0.1674
308,475,0.60263
308,476,1.5019
308,477,1.2074
308,490,0.89991
308,492,0.091665
308,493,0.85773
308,496,0.10865
308,497,0.05515
308,500,0.37964
313,320,0.080331
313,331,0.23631
313,338,1.3914
313,343,0.99978
313,346,0.070615
313,348,0.053778
313,362,0.50419
313,372,0.7365
313,390,0.74764
313,393,0.18603
313,394,2.222
313,400,1.295
313,404,0.19485
313,407,0.80137
313,413,0.11157
313,415,1.3475
313,421,2.3537
313,425,0.90564
313,437,0.57747
313,442,0.13189
313,443,0.70067
313,453,2.0198
313,457,0.38379
313,472,0.42615
313,475,1.1962
313,476,2.0954
313,477,0.61382
313,490,0.30635
313,492,0.68522
313,493,1.4513
313,496,0.48491
313,497,0.64871
313,500,0.21391
320,331,0.15598
320,338,1.4717
320,343,1.0801
320,346,0.0097156
320,348,0.026552
320,362,0.42386
320,372,0.65617
320,390,0.6673
320,393,0.1057
320,394,2.3023
320,400,1.3753
320,404,0.11452
320,407,0.8817
320,413,0.031235
320,415,1.4278
320,421,2.434
320,425,0.98597
320,437,0.49714
320,442,0.21222
320,443,0.62034
320,453,2.1001
320,457,0.46412
320,472,0.50648
320,475,1.2765
320,476,2.1758
320,477,0.53349
320,490,0.22602
320,492,0.76555
320,493,1.5316
320,496,0.56524
320,497,0.72904
320,500,0.29425
331,338,1.6277
331,343,1.2361
331,346,0.16569
331,348,0.18253
331,362,0.26788
331,372,0.50019
331,390,0.51133
331,393,0.050282
331,394,2.4583
331,400,1.5313
331,404,0.041458
331,407,1.0377
331,413,0.12474
331,415,1.5838
331,421,2.59
331,425,1.142
331,437,0.34116
331,442,0.3682
331,443,0.46436
331,453,2.2561
331,457,0.6201
331,472,0.66246
331,475,1.4325
331,476,2.3317
331,477,0.37751
331,490,0.070042
331,492,0.92153
331,493,1.6876
331,496,0.72122
331,497,0.88502
331,500,0.45022
338,343,0.3916
338,346,1.462
338,348,1.4452
338,362,1.8956
338,372,2.1279
338,390,2.139
338,393,1.5774
338,394,0.83062
338,400,0.096377
338,404,1.5862
338,407,0.59001
338,413,1.5029
338,415,0.043922
338,421,0.96233
338,425,0.48574
338,437,1.9688
338,442,1.2595
338,443,2.092
338,453,0.6284
338,457,1.0076
338,472,0.96523
338,475,0.19519
338,476,0.70405
338,477,2.0052
338,490,1.6977
338,492,0.70616
338,493,0.059901
338,496,0.90647
338,497,0.74267
338,500,1.1775
343,346,1.0704
343,348,1.0536
343,362,1.504
343,372,1.7363
343,390,1.7474
343,393,1.1858
343,394,1.2222
343,400,0.29522
343,404,1.1946
343,407,0.19841
343,413,1.1113
343,415,0.34768
343,421,1.3539
343,425,0.09414
343,437,1.5773
343,442,0.8679
343,443,1.7005
343,453,1.02
343,457,0.61599
343,472,0.57363
343,475,0.19641
343,476,1.0956
343,477,1.6136
343,490,1.3061
343,492,0.31456
343,493,0.4515
343,496,0.51488
343,497,0.35108
343,500,0.78587
346,348,0.016837
346,362,0.43357
346,372,0.66589
346,390,0.67702
346,393,0.11541
346,394,2.2926
346,400,1.3656
346,404,0.12424
346,407,0.87198
346,413,0.04095
346,415,1.4181
346,421,2.4243
346,425,0.97626
346,437,0.50685
346,442,0.2025
346,443,0.63005
346,453,2.0904
346,457,0.45441
346,472,0.49677
346,475,1.2668
346,476,2.166
346,477,0.54321
346,490,0.23574
346,492,0.75584
346,493,1.5219
346,496,0.55552
346,497,0.71932
346,500,0.28453
348,362,0.45041
348,372,0.68273
348,390,0.69386
348,393,0.13225
348,394,2.2758
348,400,1.3488
348,404,0.14107
348,407,0.85515
348,413,0.057787
348,415,1.4012
348,421,2.4075
348,425,0.95942
348,437,0.52369
348,442,0.18567
348,443,0.64689
348,453,2.0736
348,457,0.43757
348,472,0.47993
348,475,1.25
348,476,2.1492
348,477,0.56004
348,490,0.25257
348,492,0.739
348,493,1.5051
348,496,0.53868
348,497,0.70248
348,500,0.26769
362,372,0.23232
362,390,0.24345
362,393,0.31816
362,394,2.7262
362,400,1.7992
362,404,0.30934
362,407,1.3056
362,413,0.39262
362,415,1.8516
362,421,2.8579
362,425,1.4098
362,437,0.073283
362,442,0.63607
362,443,0.19648
362,453,2.524
362,457,0.88798
362,472,0.93034
362,475,1.7004
362,476,2.5996
362,477,0.10964
362,490,0.19784
362,492,1.1894
362,493,1.9555
362,496,0.98909
362,497,1.1529
362,500,0.7181
372,390,0.011131
372,393,0.55048
372,394,2.9585
372,400,2.0315
372,404,0.54165
372,407,1.5379
372,413,0.62494
372,415,2.084
372,421,3.0902
372,425,1.6421
372,437,0.15903
372,442,0.86839
372,443,0.035836
372,453,2.7563
372,457,1.1203
372,472,1.1627
372,475,1.9327
372,476,2.8319
372,477,0.12268
372,490,0.43015
372,492,1.4217
372,493,2.1878
372,496,1.2214
372,497,1.3852
372,500,0.95042
390,393,0.56161
390,394,2.9696
390,400,2.0426
390,404,0.55278
390,407,1.549
390,413,0.63607
390,415,2.0951
390,421,3.1013
390,425,1.6533
390,437,0.17017
390,442,0.87952
390,443,0.046968
390,453,2.7674
390,457,1.1314
390,472,1.1738
390,475,1.9438
390,476,2.8431
390,477,0.13381
390,490,0.44128
390,492,1.4329
390,493,2.1989
390,496,1.2325
390,497,1.3963
390,500,0.96155
393,394,2.408
393,400,1.481
393,404,0.0088236
393,407,0.9874
